pygame 2.4.0 (SDL 2.26.4, Python 3.9.21)
episodic_return=0.13701025370039507, episodic_length=184
episodic_return=-0.08751221877410477, episodic_length=207
episodic_return=-0.08725866623212404, episodic_length=205
episodic_return=-0.05679270622759479, episodic_length=208
episodic_return=0.2387005871753438, episodic_length=140
episodic_return=0.11950414962606212, episodic_length=185
episodic_return=-0.054497072290506515, episodic_length=205
episodic_return=0.1515835449883685, episodic_length=169
episodic_return=0.3276999695527161, episodic_length=118
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.38302628337898725, episodic_length=137
episodic_return=0.6911704319852232, episodic_length=55
episodic_return=-0.08712996589103439, episodic_length=204
episodic_return=0.7469905035723599, episodic_length=49
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=-0.08712996589103439, episodic_length=204
episodic_return=0.5051265558812872, episodic_length=91
episodic_return=-0.08712996589103439, episodic_length=204
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.5599253416348822, episodic_length=99
episodic_return=0.23353410992429138, episodic_length=140
episodic_return=0.2591883886525086, episodic_length=133
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.20834199756211227, episodic_length=148
episodic_return=-0.08712996589103439, episodic_length=204
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.4807850410561298, episodic_length=85
episodic_return=0.3462627152956865, episodic_length=120
episodic_return=0.29945078673490927, episodic_length=123
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=0.46144327053136996, episodic_length=88
episodic_return=-0.05637144552357433, episodic_length=200
episodic_return=-0.059011738189775106, episodic_length=209
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=0.1863280652987373, episodic_length=155
episodic_return=-0.05726932418778301, episodic_length=200
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.5636188881938597, episodic_length=71
episodic_return=0.4345271710050125, episodic_length=95
episodic_return=-0.08725866623212404, episodic_length=205
episodic_return=0.23967658502501993, episodic_length=138
episodic_return=-0.08725866623212404, episodic_length=205
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=0.08449945215415287, episodic_length=207
episodic_return=-0.04681324669567321, episodic_length=202
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.05283760119806562, episodic_length=200
episodic_return=0.505613362777947, episodic_length=86
episodic_return=0.38638592398710636, episodic_length=105
episodic_return=0.36722037790217765, episodic_length=109
episodic_return=-0.023640197878013344, episodic_length=200
episodic_return=0.005508381294557397, episodic_length=201
episodic_return=-0.0873860795698028, episodic_length=206
episodic_return=0.5985921002455565, episodic_length=67
episodic_return=0.5408016156636473, episodic_length=84
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=0.4175503621220953, episodic_length=105
episodic_return=0.01825064543794133, episodic_length=202
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=0.6632707236316983, episodic_length=61
episodic_return=-0.08712996589103439, episodic_length=204
episodic_return=0.5009361273219057, episodic_length=87
episodic_return=0.5755843594310492, episodic_length=77
episodic_return=-0.08712996589103439, episodic_length=204
episodic_return=0.3434927062700216, episodic_length=117
episodic_return=-0.0873860795698028, episodic_length=206
episodic_return=0.13890656790044525, episodic_length=177
episodic_return=0.675480059908354, episodic_length=59
episodic_return=0.3729195562047737, episodic_length=108
episodic_return=0.6058134492177161, episodic_length=69
episodic_return=0.316847156842327, episodic_length=118
episodic_return=0.8391072891902769, episodic_length=37
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.05443467406496975, episodic_length=202
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.054107058125553574, episodic_length=202
episodic_return=0.3078564515718847, episodic_length=124
episodic_return=-0.08725866623212404, episodic_length=205
episodic_return=-0.059940077217469356, episodic_length=201
episodic_return=-0.025159757940240886, episodic_length=202
episodic_return=-0.04773631273764471, episodic_length=200
episodic_return=-0.0873860795698028, episodic_length=206
episodic_return=0.6962379357608306, episodic_length=59
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.1898037179282281, episodic_length=158
episodic_return=-0.03740091488839747, episodic_length=202
episodic_return=0.5917283726600361, episodic_length=73
episodic_return=0.3237320649407118, episodic_length=116
episodic_return=-0.0056556379785389676, episodic_length=200
episodic_return=0.11376453721777666, episodic_length=197
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=-0.08751221877410477, episodic_length=207
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08763709658636372, episodic_length=208
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=-0.054695987888833036, episodic_length=204
episodic_return=0.5080162284191129, episodic_length=90
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=-0.08763709658636372, episodic_length=208
episodic_return=0.050631150941691475, episodic_length=205
episodic_return=0.3026413738834327, episodic_length=134
episodic_return=-0.04929378761679729, episodic_length=206
episodic_return=0.5124244762076403, episodic_length=88
episodic_return=0.27076539945832734, episodic_length=131
episodic_return=0.3883817074695293, episodic_length=103
episodic_return=0.1990394578957459, episodic_length=152
episodic_return=0.12032412943763474, episodic_length=184
episodic_return=0.43591631523764557, episodic_length=93
episodic_return=0.27807831553774, episodic_length=135
episodic_return=0.8291951507681585, episodic_length=39
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.05866846833461666, episodic_length=204
episodic_return=-0.059081783651270495, episodic_length=205
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.058380978460309416, episodic_length=204
episodic_return=-0.08712996589103439, episodic_length=204
episodic_return=0.4022369490391188, episodic_length=101
episodic_return=0.12167407708396552, episodic_length=186
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.11639157557289376, episodic_length=186
episodic_return=0.2748470083371773, episodic_length=191
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08725866623212404, episodic_length=205
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=0.12841792937708668, episodic_length=179
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.599930043762696, episodic_length=67
episodic_return=0.07133677715892825, episodic_length=206
episodic_return=0.3003212311251373, episodic_length=125
episodic_return=0.07056320456413726, episodic_length=206
episodic_return=-0.0873860795698028, episodic_length=206
episodic_return=0.3478908107861285, episodic_length=112
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=-0.0873860795698028, episodic_length=206
episodic_return=0.010719388368716932, episodic_length=205
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=0.6448712565071015, episodic_length=61
episodic_return=-0.0873860795698028, episodic_length=206
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=0.15379187869287395, episodic_length=186
episodic_return=-0.05283760119806562, episodic_length=200
episodic_return=0.0721208242145273, episodic_length=200
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.03095619269393612, episodic_length=208
episodic_return=0.4404081470914366, episodic_length=96
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=-0.08725866623212404, episodic_length=205
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=0.7153882792677548, episodic_length=52
episodic_return=-0.08725866623212404, episodic_length=205
episodic_return=0.214450669517721, episodic_length=147
episodic_return=0.879456838714409, episodic_length=33
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.7661308239871898, episodic_length=48
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.03955870666612171, episodic_length=200
episodic_return=-0.03458494023865859, episodic_length=200
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.04362714297298784, episodic_length=200
episodic_return=0.2344434490277681, episodic_length=150
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.115673246552357, episodic_length=195
episodic_return=0.026661574263307782, episodic_length=205
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.1883892470248438, episodic_length=156
episodic_return=0.1738220727732976, episodic_length=163
episodic_return=-0.053024479713117065, episodic_length=204
episodic_return=0.7987813501875247, episodic_length=41
episodic_return=0.40646553553352627, episodic_length=99
episodic_return=0.172251674477235, episodic_length=164
episodic_return=0.4911404686396329, episodic_length=84
episodic_return=-0.034059515064158136, episodic_length=200
episodic_return=-0.054947470349104195, episodic_length=201
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=0.25291631883469123, episodic_length=146
episodic_return=0.5213232780990067, episodic_length=83
episodic_return=0.012837440088805404, episodic_length=204
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.4838889839354618, episodic_length=93
episodic_return=0.24918220049778245, episodic_length=136
episodic_return=0.2667803165897856, episodic_length=135
episodic_return=0.3337368255681924, episodic_length=115
episodic_return=-0.05283760119806562, episodic_length=200
episodic_return=-0.03377673618642802, episodic_length=206
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=0.5542826556399828, episodic_length=79
episodic_return=0.7089934433347775, episodic_length=55
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=0.24918220049778245, episodic_length=136
episodic_return=0.3472295400514384, episodic_length=111
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.16612928907491312, episodic_length=165
episodic_return=0.22605395571499118, episodic_length=145
episodic_return=-0.03299268913082898, episodic_length=200
episodic_return=0.12452023983772015, episodic_length=191
episodic_return=-0.08751221877410477, episodic_length=207
episodic_return=0.3922826245566205, episodic_length=114
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.26639975882022376, episodic_length=136
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.0467986608063686, episodic_length=205
episodic_return=0.12189879800704148, episodic_length=180
episodic_return=0.6342234976820679, episodic_length=68
episodic_return=-0.052496546336286434, episodic_length=200
episodic_return=0.34877690674938083, episodic_length=112
episodic_return=0.1084574377378581, episodic_length=191
episodic_return=-0.03022989340611108, episodic_length=200
episodic_return=-0.08763709658636372, episodic_length=208
episodic_return=-0.013395564259557895, episodic_length=200
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.011154703129502872, episodic_length=200
episodic_return=0.152079859248213, episodic_length=187
episodic_return=0.6629634132812905, episodic_length=60
episodic_return=0.6412119273100388, episodic_length=65
episodic_return=0.1157007648354804, episodic_length=183
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.05751601562580563, episodic_length=203
episodic_return=-0.08763709658636372, episodic_length=208
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.2853682463993412, episodic_length=126
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.5357680083829292, episodic_length=76
episodic_return=0.46144327053136996, episodic_length=88
episodic_return=0.01170906568791735, episodic_length=205
episodic_return=0.1518897914155762, episodic_length=183
episodic_return=-0.053175245511227, episodic_length=200
episodic_return=-0.03612989989633454, episodic_length=200
episodic_return=0.21353485680295997, episodic_length=197
episodic_return=0.12703302374234104, episodic_length=180
episodic_return=0.35631011126562434, episodic_length=109
episodic_return=0.5140514598330009, episodic_length=81
episodic_return=0.38202668894955094, episodic_length=143
episodic_return=-0.08712996589103439, episodic_length=204
episodic_return=0.29278923791806216, episodic_length=134
episodic_return=0.3351078429914659, episodic_length=113
episodic_return=0.3496547852985179, episodic_length=154
episodic_return=-0.08712996589103439, episodic_length=204
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.16247430637878918, episodic_length=167
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=0.08468329148560164, episodic_length=199
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.13545273601891838, episodic_length=180
episodic_return=0.33832967220441473, episodic_length=113
episodic_return=0.3985772652606686, episodic_length=100
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.4104046501990818, episodic_length=99
episodic_return=-0.08763709658636372, episodic_length=208
episodic_return=0.5303409703809446, episodic_length=78
episodic_return=-0.009756796410364768, episodic_length=201
episodic_return=-0.04141240140740629, episodic_length=200
episodic_return=-0.04839158948837766, episodic_length=202
episodic_return=0.08832559740030682, episodic_length=199
episodic_return=0.7453670088004145, episodic_length=50
episodic_return=0.02874657915415662, episodic_length=200
episodic_return=-0.04654662714270587, episodic_length=200
episodic_return=0.4558288378260563, episodic_length=89
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.456209952796651, episodic_length=103
episodic_return=0.10952605484807029, episodic_length=189
episodic_return=-0.05689937890040496, episodic_length=204
episodic_return=-0.0873860795698028, episodic_length=206
episodic_return=0.27703070158013726, episodic_length=185
episodic_return=0.741909400465594, episodic_length=50
episodic_return=0.285431667868173, episodic_length=171
episodic_return=0.23353410992429138, episodic_length=140
episodic_return=0.4087004032860613, episodic_length=98
episodic_return=0.2326496697605456, episodic_length=153
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=0.2010841862423752, episodic_length=150
episodic_return=0.24120979840380566, episodic_length=193
episodic_return=0.6421457886116619, episodic_length=66
episodic_return=0.2689533855383584, episodic_length=136
episodic_return=-0.08725866623212404, episodic_length=205
episodic_return=0.2098641957032567, episodic_length=152
episodic_return=0.19193379753221484, episodic_length=163
episodic_return=0.24880443157605814, episodic_length=140
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.05384043857258623, episodic_length=200
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.15570730204786357, episodic_length=167
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=0.45232079517514245, episodic_length=90
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.1641655274935866, episodic_length=167
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.6607421660508953, episodic_length=64
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.372142379258165, episodic_length=111
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.41256112956977226, episodic_length=98
episodic_return=0.2140376265969824, episodic_length=156
episodic_return=0.052282678063415286, episodic_length=203
episodic_return=0.7343735740919761, episodic_length=53
episodic_return=0.2147562893720371, episodic_length=150
episodic_return=-0.032849113644100605, episodic_length=203
episodic_return=0.19542433550882304, episodic_length=154
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.08712996589103439, episodic_length=204
episodic_return=0.48897749838819987, episodic_length=89
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=0.2605487277526183, episodic_length=139
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08712996589103439, episodic_length=204
episodic_return=0.4735830055805672, episodic_length=87
episodic_return=0.12589272463321372, episodic_length=188
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.08712996589103439, episodic_length=204
episodic_return=0.32504734136653635, episodic_length=121
episodic_return=0.5749595310154563, episodic_length=71
episodic_return=0.07372408539360543, episodic_length=200
episodic_return=0.08949160825190638, episodic_length=199
episodic_return=0.1695721896951545, episodic_length=161
episodic_return=0.21343476665323147, episodic_length=146
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=0.3118615747472832, episodic_length=126
episodic_return=0.36351674194011496, episodic_length=117
episodic_return=0.08396836509957181, episodic_length=203
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.16394762745812652, episodic_length=171
episodic_return=-0.08725866623212404, episodic_length=205
episodic_return=0.23198494736577224, episodic_length=143
episodic_return=-0.05715549257917337, episodic_length=206
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=0.22866509789211453, episodic_length=144
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.06709376701395481, episodic_length=203
episodic_return=0.7403474385398262, episodic_length=49
episodic_return=0.6183200787905064, episodic_length=65
episodic_return=0.23744805694400828, episodic_length=142
episodic_return=0.6588932860070182, episodic_length=62
episodic_return=0.19467776693406347, episodic_length=157
episodic_return=0.09198139746462954, episodic_length=201
episodic_return=-0.08751221877410477, episodic_length=207
episodic_return=0.10796698760022878, episodic_length=187
episodic_return=0.33966957665813985, episodic_length=131
episodic_return=-0.08712996589103439, episodic_length=204
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=0.34358730945436877, episodic_length=115
episodic_return=0.5070407538178815, episodic_length=84
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=0.12312490005902632, episodic_length=180
episodic_return=0.4125451832674484, episodic_length=104
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=0.458945722874043, episodic_length=92
episodic_return=-0.05953543153279733, episodic_length=200
episodic_return=0.4304584144139675, episodic_length=140
episodic_return=0.1515835449883685, episodic_length=169
episodic_return=0.1523182698104286, episodic_length=172
episodic_return=-0.04916637427911853, episodic_length=205
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=0.3229544971045633, episodic_length=116
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.5844667056712763, episodic_length=70
episodic_return=0.7159788634590284, episodic_length=55
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=0.8291951507681585, episodic_length=39
episodic_return=0.3608647952171983, episodic_length=120
episodic_return=0.24036182153293897, episodic_length=142
episodic_return=-0.08725866623212404, episodic_length=205
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=-0.0873860795698028, episodic_length=206
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.4175588325736495, episodic_length=104
episodic_return=-0.04837879378175863, episodic_length=208
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=-0.044056891868400005, episodic_length=200
episodic_return=-0.04979571054789368, episodic_length=204
episodic_return=0.21130616282254377, episodic_length=148
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.13038453608887146, episodic_length=177
episodic_return=0.0934687071885578, episodic_length=200
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.20950981999378265, episodic_length=148
episodic_return=0.47094086538159574, episodic_length=96
episodic_return=-0.0873860795698028, episodic_length=206
episodic_return=0.16638673720013308, episodic_length=162
episodic_return=0.1472780073451859, episodic_length=179
episodic_return=-0.05610271637478169, episodic_length=205
episodic_return=0.12172345105614045, episodic_length=181
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=-0.0873860795698028, episodic_length=206
episodic_return=0.3052284736731621, episodic_length=121
episodic_return=0.3079618512283832, episodic_length=126
episodic_return=-0.0873860795698028, episodic_length=206
episodic_return=-0.0873860795698028, episodic_length=206
episodic_return=0.1360076827000482, episodic_length=178
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.638858005007227, episodic_length=62
episodic_return=-0.0873860795698028, episodic_length=206
episodic_return=0.032922549226061075, episodic_length=202
episodic_return=0.37019071268737663, episodic_length=124
episodic_return=-0.03524157395657887, episodic_length=205
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.7325465395970089, episodic_length=53
episodic_return=-0.05635626891676242, episodic_length=207
episodic_return=0.6420146889873604, episodic_length=61
episodic_return=-0.0873860795698028, episodic_length=206
episodic_return=0.7825150570552356, episodic_length=43
episodic_return=0.18265030100904942, episodic_length=158
episodic_return=0.059460708384380084, episodic_length=203
episodic_return=-0.052460700536871185, episodic_length=205
episodic_return=-0.08673601218906171, episodic_length=201
episodic_return=0.18086524262740747, episodic_length=162
episodic_return=0.20614054846105861, episodic_length=156
episodic_return=-0.08699996554649939, episodic_length=203
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.13540983694416533, episodic_length=176
episodic_return=-0.08660203251420374, episodic_length=200
episodic_return=0.10789285042530516, episodic_length=195
episodic_return=-0.08686865206717109, episodic_length=202
episodic_return=0.2992695471517315, episodic_length=127
episodic_return=0.3478908107861285, episodic_length=112
episodic_return=0.12433187278580149, episodic_length=182
episodic_return=0.20412544064886384, episodic_length=149
episodic_return=-0.021714114744563293, episodic_length=205
episodic_return=-0.060340676445294665, episodic_length=202
episodic_return=0.7471999826296805, episodic_length=48
episodic_return=0.3741420183692487, episodic_length=105
episodic_return=-0.08725866623212404, episodic_length=205
episodic_return=-0.0873860795698028, episodic_length=206
episodic_return=0.3912626532072319, episodic_length=103
episodic_return=-0.05740330386264097, episodic_length=201
